Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size,Size (KB),Description,Language,Repo URL
499,awesome_notifications,805,397,805,15,26/08/2020,20/02/2025,206.98 MB,211945,"A complete solution to create Local Notifications and Push Notifications, throught Firebase or another services, using Flutter.",Dart,https://github.com/rafaelsetragni/awesome_notifications
500,flutter_starter_kit,804,130,804,1,11/01/2019,18/05/2022,131.00 KB,131,"A starter kit for beginner learns with Bloc pattern, RxDart, sqflite, Fluro and Dio to architect a flutter project. This starter kit build an App Store app as a example",Dart,https://github.com/AkoWu101/flutter_starter_kit
501,flutter_cache_manager,803,482,803,137,28/12/2017,16/11/2024,1011.00 KB,1011,Generic cache manager for flutter,Dart,https://github.com/Baseflow/flutter_cache_manager
502,flutter-provide,803,58,803,11,14/02/2019,24/06/2021,74.00 KB,74,A simple framework for state management in Flutter.,Dart,https://github.com/google/flutter-provide
503,flutter_ijkplayer,800,149,800,121,07/03/2019,10/12/2022,29.10 MB,29801,ijkplayer for flutter,Dart,https://github.com/CaiJingLong/flutter_ijkplayer
504,slidy,799,98,799,10,22/06/2019,13/06/2025,57.18 MB,58550,CLI package manager and template for Flutter,Dart,https://github.com/Flutterando/slidy
505,flutter_in_action_source_code,795,223,795,21,07/08/2019,10/06/2023,285.00 KB,285,《Flutter实战》随书源码,Dart,https://github.com/wendux/flutter_in_action_source_code
506,catcher,794,185,794,30,29/01/2019,10/08/2024,2.32 MB,2379,Flutter error catching & handling plugin. Handles and reports exceptions in your app!,Dart,https://github.com/jhomlala/catcher
507,weiman_app,793,131,793,0,30/10/2019,07/11/2020,2.91 MB,2983,微漫app的脱敏代码,Dart,https://github.com/nrop19/weiman_app
508,Flutter-CuriosityApp,791,141,791,10,06/01/2019,08/01/2019,113.00 KB,113,Flutter高仿好奇心日报,Dart,https://github.com/xumaohuai/Flutter-CuriosityApp
509,realm-dart,788,111,788,130,24/06/2020,23/10/2025,63.01 MB,64523,Realm is a mobile database: a replacement for SQLite & ORMs. ,Dart,https://github.com/realm/realm-dart
510,timeline_tile,787,153,787,25,06/06/2020,02/08/2024,15.25 MB,15619,A package to help build customisable timelines in Flutter.,Dart,https://github.com/JHBitencourt/timeline_tile
511,dart-event-bus,784,85,784,0,25/04/2013,23/09/2024,193.00 KB,193,An Event Bus using Dart Streams for decoupling applications,Dart,https://github.com/marcojakob/dart-event-bus
512,Instagram-Clone,782,316,782,17,15/03/2019,06/01/2023,224.00 KB,224,Working Instagram Clone (Frontend + Backend) created with Flutter and Firebase,Dart,https://github.com/mohak1283/Instagram-Clone
513,flutter_keyboard_actions,779,168,779,32,03/12/2018,03/09/2024,244.00 KB,244,,Dart,https://github.com/diegoveloper/flutter_keyboard_actions
514,Agora-Flutter-SDK,779,433,779,34,20/12/2018,05/11/2025,20.57 MB,21066,Flutter plugin of Agora RTC SDK for Android/iOS/macOS/Windows,Dart,https://github.com/AgoraIO-Extensions/Agora-Flutter-SDK
515,once_power,774,33,774,9,22/03/2023,06/11/2025,38.39 MB,39310,🛠 A tool developed based on Flutter for batch renaming files and batch moving and deleting files,Dart,https://github.com/ilgnefz/once_power
516,google_nav_bar,774,118,774,21,22/12/2019,30/11/2024,154.00 KB,154,A modern google style nav bar for flutter.,Dart,https://github.com/sooxt98/google_nav_bar
517,toastification,772,71,772,23,15/10/2022,07/06/2025,12.34 MB,12632,"Toastification is a Flutter package for displaying customizable toast messages. It provides predefined widgets for success, error, warning, and info messages, as well as a custom widget for flexibility. With Toastification, you can add and manage multiple toast messages at the same time with ease.",Dart,https://github.com/payam-zahedi/toastification
518,scoped_model,771,75,771,13,25/11/2017,02/09/2024,245.00 KB,245,A Widget that passes a Reactive Model to all of it's children,Dart,https://github.com/brianegan/scoped_model
519,youtube_player_flutter,771,982,771,530,10/04/2019,06/10/2025,71.82 MB,73539,A Flutter plugin for inline playback or streaming of YouTube videos using the official iFrame Player API.,Dart,https://github.com/sarbagyastha/youtube_player_flutter
520,mirarr,770,20,770,2,14/07/2024,21/10/2025,2.63 MB,2697,"Mirarr, FOSS Movie App",Dart,https://github.com/mirarr-app/mirarr
521,pin_code_fields,770,380,770,1,27/07/2019,29/07/2024,57.15 MB,58520,A flutter package which will help you to generate pin code fields with beautiful design and animations. Can be useful for OTP or pin code inputs 🤓🤓,Dart,https://github.com/adar2378/pin_code_fields
522,dartz,770,62,770,30,11/02/2016,20/09/2023,1.42 MB,1450,Functional programming in Dart,Dart,https://github.com/spebbe/dartz
523,Flutter-AssetsAudioPlayer,770,435,770,278,24/01/2019,23/12/2024,96.26 MB,98570,"Play simultaneously music/audio from assets/network/file directly from Flutter, compatible with android / ios / web / macos, displays notifications",Dart,https://github.com/florent37/Flutter-AssetsAudioPlayer
524,timelines,770,230,770,31,16/11/2020,06/02/2023,3.34 MB,3417,A powerful & easy to use timeline package for Flutter! 🚀,Dart,https://github.com/chulwoo-park/timelines
525,Taxi-App,769,321,769,12,22/01/2020,04/06/2024,528.00 KB,528,Taxi booking app built using Flutter,Dart,https://github.com/OpenConsultingGroup/Taxi-App
526,DevArchitecture,767,145,767,5,16/12/2020,11/02/2025,3.36 MB,3439,DevArchitecture Backend Project,Dart,https://github.com/DevArchitecture/DevArchitecture
527,subtracks,766,42,766,57,23/08/2021,03/11/2025,12.92 MB,13234,A music streaming app for Subsonic-compatible servers,Dart,https://github.com/austinried/subtracks
528,flutter_echarts,766,178,766,81,05/07/2018,11/08/2025,2.00 MB,2048,A Flutter widget to use Apache ECharts in a reactive way.,Dart,https://github.com/entronad/flutter_echarts
529,flutter_apps,765,168,765,1,10/07/2019,05/02/2021,201.88 MB,206725,"A collection of beautiful apps using flutter , inspired by dribble or youtube UI projects :heart: :heart:",Dart,https://github.com/pacifio/flutter_apps
530,flutter-task-planner-app,765,286,765,1,20/04/2020,08/06/2021,1.54 MB,1576,A beautiful task planner app design made in flutter.,Dart,https://github.com/TheAlphaApp/flutter-task-planner-app
531,wechat_kit,764,136,764,41,24/12/2018,21/11/2024,46.93 MB,48059,Flutter 版微信登录/分享/支付 SDK,Dart,https://github.com/RxReader/wechat_kit
532,reorderables,761,177,761,96,12/02/2019,23/06/2023,58.40 MB,59803,"Reorderable table, row, column, wrap, and sliver list that allow drag and drop of the children. https://pub.dartlang.org/packages/reorderables",Dart,https://github.com/hanshengchiu/reorderables
533,qr.flutter,760,349,760,51,03/03/2018,28/06/2024,1.20 MB,1229,QR.Flutter is a Flutter library for simple and fast QR code rendering via a Widget or custom painter.,Dart,https://github.com/theyakka/qr.flutter
534,layout,758,77,758,6,09/11/2019,03/09/2023,8.16 MB,8357,"Flutter | Create responsive layouts for mobile, web and desktop",Dart,https://github.com/jamesblasco/layout
535,flutter_planets_tutorial,756,173,756,4,07/10/2017,01/02/2022,288.00 KB,288,The Flutter Planets app tutorial with commits per lesson,Dart,https://github.com/sergiandreplace/flutter_planets_tutorial
536,flutter_thrio,754,78,754,1,02/02/2020,30/07/2024,17.59 MB,18017,"flutter_thrio makes it easy and fast to add flutter to existing mobile applications, and provide a simple and consistent navigator APIs.",Dart,https://github.com/foxsofter/flutter_thrio
537,chillify,753,196,753,9,25/05/2019,31/03/2022,3.37 MB,3454,Music App made with flutter,Dart,https://github.com/KarimElghamry/chillify
538,FlutterWithFirebase,751,239,751,17,01/04/2018,02/10/2020,675.00 KB,675,A Flutter app with firebase libraries implementation,Dart,https://github.com/iampawan/FlutterWithFirebase
539,spotter,747,23,747,9,13/07/2020,18/12/2023,54.23 MB,55531,🔭 Productivity tool to launch everything,Dart,https://github.com/spotter-application/spotter
540,flutter_mp,745,68,745,13,23/09/2019,25/10/2019,749.00 KB,749,Bring your Flutter code to mini program,Dart,https://github.com/areslabs/flutter_mp
541,devfolio,743,276,743,2,22/03/2021,20/08/2025,4.80 MB,4914,Minimalist portfolio for developers using Jaspr,Dart,https://github.com/mhmzdev/devfolio
542,flutter_photo_manager,741,364,741,76,10/09/2018,17/10/2025,2.76 MB,2825,"A Flutter plugin that provides images, videos, and audio abstraction management APIs without interface integration, available on Android, iOS, macOS and OpenHarmony.",Dart,https://github.com/fluttercandies/flutter_photo_manager
543,flutter_widget_from_html,741,281,741,138,17/10/2018,30/10/2025,94.74 MB,97018,"Flutter package to render html as widgets that supports hyperlink, image, audio, video, iframe and many other tags.",Dart,https://github.com/daohoangson/flutter_widget_from_html
544,flutter_projects,741,196,741,1,08/10/2020,31/01/2025,55.42 MB,56748,This is a set of small projects focused solely on the development of the graphical interface with Flutter,Dart,https://github.com/brocodev/flutter_projects
545,flutter-architecture-template,739,139,739,9,11/06/2020,20/11/2022,84.78 MB,86811,Flutter Architecture Complete App,Dart,https://github.com/VB10/flutter-architecture-template
546,sliver_tools,738,69,738,15,03/09/2020,01/06/2024,6.29 MB,6436,A set of useful sliver tools that are missing from the flutter framework,Dart,https://github.com/Kavantix/sliver_tools
547,Flutter-Movie,737,226,737,26,15/06/2019,17/03/2021,369.42 MB,378284,😎 🎬 A Flutter movie app build with Fish-Redux and The Movie DB api.,Dart,https://github.com/o1298098/Flutter-Movie
548,dough,736,29,736,4,26/06/2020,24/09/2025,8.86 MB,9068,This package provides some widgets you can use to create a smooshy UI.,Dart,https://github.com/josiahsrc/dough
549,chopper,736,130,736,5,07/04/2018,19/09/2025,6.81 MB,6970,Chopper is an http client generator using source_gen and inspired from Retrofit.,Dart,https://github.com/lejard-h/chopper
550,flutter_badges,736,134,736,12,02/08/2018,22/12/2023,8.56 MB,8766,A flutter package for creating badges.,Dart,https://github.com/yako-dev/flutter_badges
551,games,734,751,734,0,18/10/2023,21/08/2025,17.32 MB,17740,Home of the Flutter Casual Games Toolkit and other Flutter gaming templates,Dart,https://github.com/flutter/games
552,thedeck,734,44,734,0,04/02/2025,09/02/2025,8.21 MB,8411,"The Deck: An Open-Source, Cross-Platform, Mobile, Turn by Turn Card Game Engine in Flutter",Dart,https://github.com/xajik/thedeck
553,mix,731,44,731,43,19/06/2021,06/11/2025,64.41 MB,65957,A styling system for Flutter,Dart,https://github.com/btwld/mix
554,json_model,730,132,730,55,09/05/2019,10/01/2022,33.00 KB,33,Generate model class from Json file. 一行命令，通过Json文件生成Dart Model类。,Dart,https://github.com/flutterchina/json_model
555,pluto_grid,728,368,728,24,16/08/2020,12/08/2024,3.66 MB,3752,"PlutoGrid is a dataGrid for flutter that can be controlled by the keyboard on desktop and web. Of course, it works well on Android and IOS.",Dart,https://github.com/bosskmk/pluto_grid
556,appainter,728,90,728,41,07/06/2021,06/11/2025,412.60 MB,422498,A material theme editor and generator for Flutter to configure and preview the overall visual theme of your material app.,Dart,https://github.com/zeshuaro/appainter
557,flutter_percent_indicator,725,209,725,33,17/07/2018,25/09/2025,1.55 MB,1583,Flutter percent indicator library,Dart,https://github.com/diegoveloper/flutter_percent_indicator
558,flutter_clean_architecture,724,179,724,6,29/04/2019,29/10/2025,369.00 KB,369,Clean architecture flutter: A Flutter package that makes it easy and intuitive to implement Uncle Bob's Clean Architecture in Flutter. This package provides basic classes that are tuned to work with Flutter and are designed according to the Clean Architecture.,Dart,https://github.com/ShadyBoukhary/flutter_clean_architecture
559,visitor-flutter,723,141,723,2,22/12/2018,10/02/2021,1.62 MB,1662,flutter 视频类客户端,Dart,https://github.com/songxiaoliang/visitor-flutter
560,talker,719,101,719,79,03/01/2022,04/11/2025,108.43 MB,111035,☎️ Advanced error handler and logger for dart and flutter apps,Dart,https://github.com/Frezyx/talker
561,curved_navigation_bar,718,264,718,19,07/03/2019,09/08/2024,426.00 KB,426,Animated Curved Navigation Bar in Flutter,Dart,https://github.com/rafalbednarczuk/curved_navigation_bar
562,infinite_scroll_pagination,713,247,713,16,22/08/2020,09/10/2025,4.31 MB,4416,Flutter package to help you lazily load and display pages of items as the user scrolls down your screen.,Dart,https://github.com/EdsonBueno/infinite_scroll_pagination
563,easy_tv_live,713,72,713,6,10/03/2022,21/10/2025,24.89 MB,25492,"Easy TV Live App, a lightweight IPTV player, supports all platforms and Android TV big screens. Welcome to download and experience!  极简TV App，一款轻量级IPTV播放器，支持全平台以及安卓电视大屏欢迎下载体验!",Dart,https://github.com/aiyakuaile/easy_tv_live
564,flutter_admin,711,188,711,3,12/01/2020,13/10/2025,25.34 MB,25953,Flutter Admin: 一个基于 Flutter 的后台管理系统、开发模板。A backend management system and development template based on Flutter,Dart,https://github.com/cairuoyu/flutter_admin
565,flutter_login,711,200,711,13,12/03/2018,31/03/2021,50.89 MB,52114,100% Shared Code Android/iOS Login Example - JSON API,Dart,https://github.com/rodydavis/flutter_login
566,JellyBook,710,27,710,39,28/10/2022,15/05/2025,50.98 MB,52199,A nice way to read books and comics from Jellyfin,Dart,https://github.com/JellyBookOrg/JellyBook
567,re-editor,710,83,710,30,05/02/2024,09/10/2025,5.39 MB,5519,Re-Editor is a powerful lightweight text and code editor widget.,Dart,https://github.com/reqable/re-editor
568,Habo,710,106,710,21,19/07/2020,30/09/2025,4.07 MB,4165,Habo is an open-source habit tracker. Created in a flutter. ,Dart,https://github.com/xpavle00/Habo
569,extended_text,709,142,709,12,12/03/2019,19/05/2025,8.56 MB,8761,"A powerful extended official text for Flutter, which supports Speical Text(Image,@somebody), Custom Background, Custom overFlow, Text Selection.",Dart,https://github.com/fluttercandies/extended_text
570,flutter_reactive_ble,706,361,706,145,21/10/2019,07/02/2025,1.06 MB,1089,Flutter library that handles BLE operations for multiple devices.,Dart,https://github.com/PhilipsHue/flutter_reactive_ble
571,flutter_wechat,706,192,706,13,16/08/2019,04/08/2020,15.87 MB,16251,🔥🔥🔥 利用 Flutter 来高仿微信(WeChat) 7.0.0+ App，代码规范惊为天人、注释详解令人发指、细节处理精益求精、核心功能配备文档、接近98%还原度的原生App视觉体验。代码不多，注释多。（持续更新，敬请期待，欢迎Star和Fork…）,Dart,https://github.com/CoderMikeHe/flutter_wechat
572,RestaurantAppUIKit,705,250,705,4,22/01/2020,30/04/2020,18.19 MB,18630,Flutter representation of a full Restaurant app UI KIT.,Dart,https://github.com/atornel/RestaurantAppUIKit
573,flutter_tts,704,309,704,196,10/04/2018,02/06/2025,74.71 MB,76503,Flutter Text to Speech package,Dart,https://github.com/dlutton/flutter_tts
574,doctor_booking_app,704,235,704,1,27/02/2020,03/08/2024,290.00 KB,290,Flutter Ui Challenge Speed Code ,Dart,https://github.com/theindianappguy/doctor_booking_app
575,zerker,704,65,704,3,22/08/2019,02/09/2025,1.21 MB,1234,Zerker is a lightweight and powerful flutter graphic animation library,Dart,https://github.com/flutterkit/zerker
576,socket.io-client-dart,703,196,703,142,11/05/2017,09/09/2025,239.00 KB,239,socket.io-client-dart: Dartlang port of socket.io-client https://github.com/socketio/socket.io-client,Dart,https://github.com/rikulo/socket.io-client-dart
577,flutterust,702,55,702,21,03/05/2020,20/01/2023,213.00 KB,213,Flutter + Rust = :heart:,Dart,https://github.com/shekohex/flutterust
578,HTV,701,50,701,7,05/05/2024,09/09/2025,32.85 MB,33636,A live media player app（电视直播软件）,Dart,https://github.com/HTWMedia/HTV
579,my-flutter-challenges,701,169,701,3,12/06/2020,23/10/2023,29.26 MB,29965,All my Flutter Challenges,Dart,https://github.com/e200/my-flutter-challenges
580,gzx_dropdown_menu,700,139,700,19,03/06/2019,27/04/2021,2.33 MB,2386,自定义功能强大的下拉筛选菜单flutter package，支持iOS和Android,Dart,https://github.com/GanZhiXiong/gzx_dropdown_menu
581,flutter_picker,699,298,699,69,26/06/2018,23/06/2025,3.41 MB,3494,Flutter picker plugin,Dart,https://github.com/yangyxd/flutter_picker
582,deliverzler,696,195,696,2,24/01/2022,11/04/2025,18.55 MB,18998,Delivery App for Restaurants built on Flutter using Domain-Driven Design (DDD) and Layered Architecture along with Riverpod Framework.,Dart,https://github.com/AhmedLSayed9/deliverzler
583,flutter-checkio,695,148,695,7,16/08/2020,13/03/2022,4.96 MB,5083,How time flies.一款开源习惯打卡APP，流畅的动画体验，Bloc实现状态管理，主题(颜色)切换，字体切换，数据库管理等。,Dart,https://github.com/designDo/flutter-checkio
584,io_flip,692,120,692,3,10/02/2023,06/11/2025,91.77 MB,93969,Google I/O 2023 FLIP AI-designed card game built with Flutter & Firebase,Dart,https://github.com/flutter/io_flip
585,flutter_background_geolocation,690,265,690,18,04/07/2018,18/10/2025,841.26 MB,861451,"Sophisticated, battery-conscious background-geolocation & geofencing with motion-detection",Dart,https://github.com/transistorsoft/flutter_background_geolocation
586,dart_style,690,129,690,71,26/09/2014,03/11/2025,4.75 MB,4861,An opinionated formatter/linter for Dart code,Dart,https://github.com/dart-lang/dart_style
587,hydro-sdk,690,35,690,176,02/02/2020,15/09/2025,120.50 MB,123393,"Author Flutter experiences in Typescript. No native bridge, no V8. Just Dart. From runtime to virtual machine.",Dart,https://github.com/hydro-sdk/hydro-sdk
588,flut-renamer,689,16,689,25,13/07/2023,31/07/2025,8.41 MB,8609,"Flut Renamer - A bulk file renamer written in flutter (dart). Available on Linux, Windows, Android, iOS and macOS.",Dart,https://github.com/sun-jiao/flut-renamer
589,orchid,689,115,689,11,20/08/2019,28/08/2025,43.43 MB,44476,"Orchid: VPN, Personal Firewall",Dart,https://github.com/OrchidTechnologies/orchid
590,appimagepool,685,43,685,29,07/04/2021,28/07/2024,3.31 MB,3394,"A simple, modern AppImageHub Client, powered by flutter.",Dart,https://github.com/prateekmedia/appimagepool
591,AnymeX,684,43,684,25,06/08/2024,26/10/2025,110.97 MB,113635,"An Open Source app for Tracking Multi Service (AL, MAL, SIMKL)",Dart,https://github.com/RyanYuuki/AnymeX
592,feather,684,136,684,0,12/01/2019,01/03/2025,75.15 MB,76951,Flutter weather application with beautiful UI and UX.,Dart,https://github.com/jhomlala/feather
593,flutter-intro-slider,683,141,683,6,26/08/2018,04/07/2025,39.82 MB,40771,Simple and configurable app introduction slider for Flutter,Dart,https://github.com/duytq94/flutter-intro-slider
594,complete_flutter_ecommerce,683,421,683,15,17/03/2019,02/12/2020,3.85 MB,3939,This repo will contain the backend code and the Ui of the flutter ecommerce app,Dart,https://github.com/Santos-Enoque/complete_flutter_ecommerce
595,mocktail,682,82,682,20,28/12/2020,09/07/2024,182.00 KB,182,A mock library for Dart inspired by mockito,Dart,https://github.com/felangel/mocktail
596,Flutter-Todolist,682,216,682,5,09/09/2019,19/05/2021,7.03 MB,7200,"A Flutter based to do list app (yes, another to do list... but... this time based on a beautiful design)",Dart,https://github.com/LiveLikeCounter/Flutter-Todolist
597,circular_bottom_navigation,682,99,682,5,12/02/2019,18/03/2024,6.38 MB,6528,Circular bottom navigation is a bottom navigation library for flutter with circular indicator and cool animations.,Dart,https://github.com/benyaminbeyzaie/circular_bottom_navigation
598,flutter-woocommerce-app,681,239,681,1,01/11/2019,06/09/2025,4.04 MB,4138,"WooCommerce App template that uses Flutter. Integrated to work with WooCommerce stores, connect and create an IOS and Android app from Flutter for IOS and Android",Dart,https://github.com/woosignal/flutter-woocommerce-app
599,adb_kit,680,85,680,14,27/10/2020,23/04/2025,77.14 MB,78989,A Better ADB GUI and More Than a ADB GUI,Dart,https://github.com/nightmare-space/adb_kit
600,purchases-flutter,680,199,680,70,10/05/2019,06/11/2025,3.33 MB,3414,"Flutter plugin for in-app purchases and subscriptions. Supports iOS, macOS and Android.",Dart,https://github.com/RevenueCat/purchases-flutter
601,inview_notifier_list,680,104,680,24,18/06/2019,22/02/2024,139.00 KB,139,A Flutter package that builds a list view and notifies when the widgets are on screen.,Dart,https://github.com/rvamsikrishna/inview_notifier_list
602,flutter_image_compress,680,255,680,115,07/09/2018,06/08/2025,11.27 MB,11544,flutter image compress,Dart,https://github.com/fluttercandies/flutter_image_compress
603,ContraFlutterKit,679,89,679,0,24/04/2020,14/06/2024,10.00 MB,10243,A Flutter UI kit with 50 plus screens for beginners to learn.,Dart,https://github.com/nathansdev/ContraFlutterKit
604,stac,676,81,676,10,24/07/2024,04/11/2025,25.24 MB,25847,"Stac is a Server-Driven UI (SDUI) framework for Flutter, enabling you to create stunning, cross-platform applications dynamically with JSON. Build and update your app's UI in real-time with ease and flexibility!",Dart,https://github.com/StacDev/stac
605,firebase_auth_demo_flutter,674,176,674,26,04/04/2019,10/01/2021,10.66 MB,10913,Reference Authentication Flow with Flutter & Firebase,Dart,https://github.com/bizz84/firebase_auth_demo_flutter
606,introduction_screen,673,243,673,13,10/08/2018,27/08/2025,31.09 MB,31839,Add easily to your app an introduction screen to provide informations to new users,Dart,https://github.com/Pyozer/introduction_screen
607,flutter_login_signup,670,300,670,3,29/01/2020,15/10/2021,1.07 MB,1094,Basic login and signup screen designed in flutter,Dart,https://github.com/TheAlphamerc/flutter_login_signup
608,signals.dart,670,72,670,28,18/11/2023,13/10/2025,31.71 MB,32471,Reactive programming made simple for Dart and Flutter,Dart,https://github.com/rodydavis/signals.dart
609,genui,670,56,670,52,18/07/2025,06/11/2025,61.37 MB,62840,,Dart,https://github.com/flutter/genui
610,IntroViews-Flutter,668,141,668,16,11/06/2018,11/10/2023,9.08 MB,9296,☀️ A Flutter package for some material design app intro screens with some cool animations.,Dart,https://github.com/aagarwal1012/IntroViews-Flutter
611,Flutter-Shopping-UI-Kit,666,208,666,0,12/07/2020,24/05/2023,18.32 MB,18762,I developed this application just for learning purpose. There are over 20 screen variations.,Dart,https://github.com/AliAnilKocak/Flutter-Shopping-UI-Kit
612,Flutter-Dribbble-Challenge,664,160,664,0,05/03/2019,17/01/2021,160.00 KB,160,A Flutter ui kit made with designs from dribbble.,Dart,https://github.com/developerpaaji/Flutter-Dribbble-Challenge
613,giffy_dialog,663,132,663,3,17/01/2019,16/11/2024,16.07 MB,16451,A Flutter package for a quick and handy giffy dialog.,Dart,https://github.com/xsahil03x/giffy_dialog
614,DockerRegisterCloud,662,155,662,6,03/05/2020,07/06/2025,2.04 MB,2086,基于 Docker 仓库协议的网盘客户端，可以将目前众多的免费容器仓库服务用于网盘。,Dart,https://github.com/xausky/DockerRegisterCloud
615,flutter_chat_box,661,151,661,12,24/03/2023,22/02/2024,99.36 MB,101743,Flutter开发的和ChatGPT聊天的App，全平台支持,Dart,https://github.com/bravekingzhang/flutter_chat_box
616,voiceliner,660,46,660,50,10/09/2021,12/04/2024,40.34 MB,41313,Braindump better.,Dart,https://github.com/maxkrieger/voiceliner
617,RealRichText,659,84,659,16,25/11/2018,25/07/2019,314.00 KB,314, A Tricky Solution for Implementing Inline-Image-In-Text Feature in Flutter.,Dart,https://github.com/bytedance/RealRichText
618,flutter_plugins_demo,659,113,659,5,26/10/2019,15/12/2019,675.00 KB,675,挑选日常app开发常用的轮子分享出来，给大家提高搬砖效率，同时也希望flutter的生态越来越完善，轮子越来越多。,Dart,https://github.com/826327700/flutter_plugins_demo
619,nested-navigation-demo-flutter,656,139,656,19,01/07/2018,11/01/2023,1.66 MB,1703,Nested navigation with BottomNavigationBar,Dart,https://github.com/bizz84/nested-navigation-demo-flutter
620,mockito,656,172,656,78,14/07/2014,01/11/2025,1.14 MB,1165,Mockito-inspired mock library for Dart,Dart,https://github.com/dart-lang/mockito
621,shadcn_flutter,655,95,655,43,12/02/2024,06/11/2025,35.72 MB,36579,Shadcn/UI ported to Flutter (Unofficial),Dart,https://github.com/sunarya-thito/shadcn_flutter
622,gyawun,651,60,651,121,13/12/2022,06/11/2025,107.20 MB,109774,"Immerse yourself in the world of Gyawun, where music knows no bounds. Enjoy uninterrupted, ad-free streaming with an extensive library of songs spanning genres and artists from every corner of the globe. With Gyawun, the rhythm never fades. Download now and let the music carry you away.",Dart,https://github.com/jhelumcorp/gyawun
623,OneSignal-Flutter-SDK,651,233,651,69,09/07/2018,06/11/2025,1.12 MB,1148,OneSignal is a free push notification service for mobile apps. This plugin makes it easy to integrate your flutter app with OneSignal,Dart,https://github.com/OneSignal/OneSignal-Flutter-SDK
624,samples,650,229,650,12,04/09/2019,01/10/2025,790.00 KB,790,A collection of Dart code samples by Dart DevRel,Dart,https://github.com/dart-lang/samples
625,flutter-ffmpeg,648,145,648,0,05/01/2019,13/10/2021,3.76 MB,3850,FFmpeg plugin for Flutter. Not maintained anymore. Superseded by FFmpegKit.,Dart,https://github.com/tanersener/flutter-ffmpeg
626,stagehand,648,118,648,25,26/07/2014,27/05/2021,5.65 MB,5783,"Dart project generator - web apps, console apps, servers, and more.",Dart,https://github.com/dart-archive/stagehand
627,flutter_study,647,121,647,4,28/05/2018,27/10/2018,4.52 MB,4629,flutter知识点学习与实战，问题解决方案记录,Dart,https://github.com/zhujian1989/flutter_study
628,FlutterChatAppTutorial,646,316,646,16,04/05/2020,03/08/2024,226.00 KB,226,Fully Functioning Chat App with Flutter & Firebase ,Dart,https://github.com/theindianappguy/FlutterChatAppTutorial
629,Flutter,645,107,645,5,21/05/2019,04/04/2023,2.11 MB,2159,"A boilerplate project for Flutter using RiverPod, Dio, go_router, Freezed and generated with very_good_cli",Dart,https://github.com/SimpleBoilerplates/Flutter
630,scratcher,645,74,645,10,22/07/2019,24/11/2023,4.89 MB,5009,Scratch card widget which temporarily hides content from user.,Dart,https://github.com/vintage/scratcher
631,dart-sdk,645,67,645,1,31/07/2022,23/08/2025,246.00 KB,246,PocketBase Dart SDK,Dart,https://github.com/pocketbase/dart-sdk
632,airdash,645,125,645,18,25/07/2022,02/06/2025,5.08 MB,5200,File sharing flutter webrtc app enabling sending files to any device from anywhere,Dart,https://github.com/simonbengtsson/airdash
633,flutter_acrylic,645,60,645,25,22/06/2021,11/06/2024,8.43 MB,8630,"Flutter library for window acrylic, mica & transparency effects.",Dart,https://github.com/alexmercerind/flutter_acrylic
634,openai,644,231,644,33,30/01/2023,12/10/2025,1.67 MB,1707,"Dart/Flutter SDK for ChatGPT and all OpenAI APIs (GPT, Dall-e..)",Dart,https://github.com/anasfik/openai
635,get_cli,643,193,643,139,14/08/2020,26/05/2025,606.00 KB,606,Official Getx CLI,Dart,https://github.com/jonataslaw/get_cli
636,douyin,643,133,643,2,20/05/2020,21/03/2023,373.80 MB,382771,使用Flutter撸一个抖音国外版，看看有多炫,Dart,https://github.com/telsav/douyin
637,flutter_novel,640,159,640,6,11/12/2019,08/11/2024,23.53 MB,24097,仿追书神器，具有仿真、滑动和滚动翻页、字体大小、行高、背景、目录等功能的Flutter 阅读APP,Dart,https://github.com/lwlizhe/flutter_novel
638,GDG-DevFest-App,640,273,640,5,31/07/2019,01/10/2020,1.11 MB,1132,An App Template For GDG DevFest,Dart,https://github.com/iampawan/GDG-DevFest-App
639,Quiz-App-Flutter,638,325,638,11,22/01/2021,18/09/2023,580.00 KB,580,,Dart,https://github.com/abuanwar072/Quiz-App-Flutter
640,extended_nested_scroll_view,638,133,638,22,14/02/2019,20/04/2025,2.84 MB,2908,extended nested scroll view to fix following issues.  1.pinned sliver header issue  2.inner scrollables in tabview sync issue  3.pull to refresh is not work. 4.do without ScrollController in NestedScrollView's body,Dart,https://github.com/fluttercandies/extended_nested_scroll_view
641,veshell,637,20,637,13,05/07/2023,10/10/2025,9.04 MB,9255,Veshell is an innovative not-desktop environment for Linux made with modern technologies like Flutter and Rust.,Dart,https://github.com/free-explorers/veshell
642,timeago.dart,637,231,637,57,25/04/2015,18/06/2025,6.19 MB,6334,"A library useful for creating fuzzy timestamps. (e.g. ""5 minutes ago"")",Dart,https://github.com/andresaraujo/timeago.dart
643,flutter-tflite,630,203,630,106,26/04/2023,28/10/2025,196.54 MB,201257,,Dart,https://github.com/tensorflow/flutter-tflite
644,jiffy,629,138,629,13,11/10/2019,11/09/2025,478.00 KB,478,"Jiffy is a Flutter (Android, IOS and Web) date time package for parsing, manipulating, querying and formatting dates",Dart,https://github.com/jama5262/jiffy
645,linter,629,166,629,0,13/01/2015,19/11/2024,8.10 MB,8297,Linter for Dart.,Dart,https://github.com/dart-archive/linter
